Pos Horizontal,Pos Vertical,Speed Horizontal,Speed Vertical,Angle,Angular Speed,Leg 1 Contact,Leg 2 Contact,Main Engine Action,Left-Right Action,Was Intervention,Episode Number
0.006471061613410711,1.4251747131347656,0.32725948095321655,0.3039029836654663,-0.007410233840346336,-0.07336413115262985,0.0,0.0,0.0,0.0,-1.0,1.0
0.009706688113510609,1.4314136505126953,0.327271044254303,0.27727359533309937,-0.011076103895902634,-0.07332391291856766,0.0,0.0,0.0,0.0,-1.0,1.0
0.012942505069077015,1.4370529651641846,0.3272818326950073,0.25060179829597473,-0.014741488732397556,-0.07331445813179016,0.0,0.0,0.0,0.0,-1.0,1.0
0.016178417950868607,1.4420922994613647,0.32729268074035645,0.22393210232257843,-0.018406322225928307,-0.07330295443534851,0.0,0.0,0.0,0.0,-1.0,1.0
0.019414424896240234,1.446531891822815,0.32730352878570557,0.19726277887821198,-0.022070547565817833,-0.07329146564006805,0.0,0.0,0.0,0.0,-1.0,1.0
0.022650528699159622,1.450371503829956,0.3273143172264099,0.17059357464313507,-0.025734206661581993,-0.07328011095523834,0.0,0.0,0.0,0.0,-1.0,1.0
0.02588682249188423,1.4536113739013672,0.32732510566711426,0.14392423629760742,-0.02939731813967228,-0.07326856255531311,0.0,0.0,0.0,0.0,-1.0,1.0
0.02912321127951145,1.4562513828277588,0.32733580470085144,0.1172548234462738,-0.033059846609830856,-0.07325713336467743,0.0,0.0,0.0,0.0,-1.0,1.0
0.03235969692468643,1.4582914113998413,0.3273465037345886,0.09058534353971481,-0.036721810698509216,-0.07324571907520294,0.0,0.0,0.0,0.0,-1.0,1.0
0.035596273839473724,1.4597316980361938,0.32735714316368103,0.06391576677560806,-0.04038321226835251,-0.07323434203863144,0.0,0.0,0.0,0.0,-1.0,1.0
0.03883304446935654,1.4605721235275269,0.32736772298812866,0.03724612295627594,-0.04404404014348984,-0.07322299480438232,0.0,0.0,0.0,0.0,-1.0,1.0
0.04206981509923935,1.4608126878738403,0.3273782730102539,0.010576367378234863,-0.047704294323921204,-0.07321172207593918,0.0,0.0,0.0,0.0,-1.0,1.0
0.04530677944421768,1.4604533910751343,0.32738879323005676,-0.016093464568257332,-0.0513639971613884,-0.07320050895214081,0.0,0.0,0.0,0.0,-1.0,1.0
0.04854383319616318,1.4594941139221191,0.32739925384521484,-0.04276333004236221,-0.05502312630414963,-0.07318931818008423,0.0,0.0,0.0,0.0,-1.0,1.0
0.05178098753094673,1.457935094833374,0.32740968465805054,-0.06943324953317642,-0.05868168920278549,-0.07317815721035004,0.0,0.0,0.0,0.0,-1.0,1.0
0.05501823499798775,1.4557759761810303,0.32742005586624146,-0.0961032435297966,-0.06233970820903778,-0.07316701859235764,0.0,0.0,0.0,0.0,-1.0,1.0
0.058255672454833984,1.4530171155929565,0.32743039727211,-0.12277331948280334,-0.0659971833229065,-0.07315598428249359,0.0,0.0,0.0,0.0,-1.0,1.0
0.06149329990148544,1.4496583938598633,0.32744067907333374,-0.14944344758987427,-0.06965412199497223,-0.07314497977495193,0.0,0.0,0.0,0.0,-1.0,1.0
0.0647309273481369,1.44569993019104,0.3274509310722351,-0.17611366510391235,-0.0733105018734932,-0.07313397526741028,0.0,0.0,0.0,0.0,-1.0,1.0
0.06796874850988388,1.4411414861679077,0.3274611830711365,-0.2027839571237564,-0.07696633040904999,-0.07312306761741638,0.0,0.0,0.0,0.0,-1.0,1.0
0.07115106284618378,1.4359941482543945,0.32049962878227234,-0.22888581454753876,-0.07921247184276581,-0.04492655023932457,0.0,0.0,-0.6172901391983032,-0.8511361479759216,0.06795346736907959,1.0
0.07423868030309677,1.4302611351013184,0.30861276388168335,-0.2547965943813324,-0.07906113564968109,0.003026965307071805,0.0,0.0,-0.5298678874969482,-0.9886687397956848,0.12564527988433838,1.0
0.07732629776000977,1.4239277839660645,0.3086114823818207,-0.28146564960479736,-0.07891050726175308,0.0030126844067126513,0.0,0.0,0.0,0.0,-1.0,1.0
0.08041391521692276,1.4169946908950806,0.3086105287075043,-0.3081345856189728,-0.07875940203666687,0.003022231627255678,0.0,0.0,0.0,0.0,-1.0,1.0
0.08350038528442383,1.409440040588379,0.30849549174308777,-0.33575424551963806,-0.07860839366912842,0.003020029515028,0.0,0.0,0.0,0.0,-1.0,1.0
0.0865868553519249,1.4012852907180786,0.30849552154541016,-0.3624209463596344,-0.07845739275217056,0.0030199706088751554,0.0,0.0,0.0,0.0,-1.0,1.0
0.08967332541942596,1.3925306797027588,0.30849552154541016,-0.38908761739730835,-0.07830638438463211,0.003019963623955846,0.0,0.0,0.0,0.0,-1.0,1.0
0.09275980293750763,1.3831760883331299,0.30849552154541016,-0.4157542884349823,-0.07815538346767426,0.0030199422035366297,0.0,0.0,0.0,0.0,-1.0,1.0
0.09572382271289825,1.374059796333313,0.2970207631587982,-0.40520402789115906,-0.07877086848020554,-0.012309545651078224,0.0,0.0,1.0,0.0,-1.0,1.0
0.09873571246862411,1.3650225400924683,0.30174821615219116,-0.40168797969818115,-0.079330213367939,-0.011187097989022732,0.0,0.0,1.0,0.0,-1.0,1.0
0.10184469074010849,1.3561317920684814,0.311196506023407,-0.39515969157218933,-0.07962358742952347,-0.005867508705705404,0.0,0.0,1.0,0.0,-1.0,1.0
0.10487423092126846,1.3466570377349854,0.3012189269065857,-0.4210106432437897,-0.07790058106184006,0.03446035087108612,0.0,0.0,-0.43544721603393555,-0.9287013411521912,0.4305988550186157,1.0
0.1078500747680664,1.3379769325256348,0.2964334487915039,-0.38572463393211365,-0.07675955444574356,0.02282034233212471,0.0,0.0,1.0,0.0,-1.0,1.0
0.11075381934642792,1.3296430110931396,0.28978434205055237,-0.37036922574043274,-0.07617451995611191,0.011700811795890331,0.0,0.0,1.0,0.0,-1.0,1.0
0.11386670917272568,1.3221075534820557,0.3100583553314209,-0.3348425328731537,-0.07495225220918655,0.02444540150463581,0.0,0.0,1.0,0.0,-1.0,1.0
0.11700811237096786,1.3152048587799072,0.3130514323711395,-0.3067406415939331,-0.07388316839933395,0.02138173021376133,0.0,0.0,1.0,0.0,-1.0,1.0
0.12026433646678925,1.3092172145843506,0.3243563175201416,-0.2660503387451172,-0.07262814044952393,0.02510037086904049,0.0,0.0,1.0,0.0,-1.0,1.0
0.12346057593822479,1.303281307220459,0.3187829554080963,-0.2637714445590973,-0.07179556041955948,0.016651656478643417,0.0,0.0,1.0,0.0,-1.0,1.0
0.12662668526172638,1.297908067703247,0.3161698281764984,-0.23879194259643555,-0.07135871052742004,0.008737148717045784,0.0,0.0,1.0,0.0,-1.0,1.0
0.12993040680885315,1.2929458618164062,0.3295162320137024,-0.22050179541110992,-0.07050860673189163,0.017001934349536896,0.0,0.0,1.0,0.0,-1.0,1.0
0.1331253945827484,1.2882680892944336,0.319335401058197,-0.2078906148672104,-0.07035252451896667,0.0031218177173286676,0.0,0.0,1.0,0.0,-1.0,1.0
0.1363430917263031,1.2842410802841187,0.3217804431915283,-0.17898572981357574,-0.0703618973493576,-0.00018727153656072915,0.0,0.0,1.0,0.0,-1.0,1.0
0.13959971070289612,1.2807130813598633,0.3257249891757965,-0.1568048745393753,-0.07042981684207916,-0.0013584040571004152,0.0,0.0,1.0,0.0,-1.0,1.0
